,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,num_rooms,factor
6699,1382,5,3,Urban,2021,110209,8,79.75
6700,1018,3,2,Rural,1991,133327,5,130.97
6701,1682,2,3,Urban,1996,148690,5,88.4
6702,2473,2,3,Urban,1971,215889,5,87.3
6703,1073,4,3,Rural,1997,133780,7,124.68
6704,1572,4,2,Suburb,1981,139078,6,88.47
6705,1938,2,3,Rural,2003,293768,5,151.58
6706,2688,5,1,Rural,2008,303176,6,112.79
6707,2299,4,1,Rural,1966,193467,5,84.15
6708,2071,2,3,Rural,2018,190118,5,91.8
6709,1210,4,3,Rural,1987,201553,7,166.57
6710,1854,3,3,Urban,1955,243728,6,131.46
6711,2943,3,3,Rural,1958,352090,6,119.64
6712,1650,3,3,Rural,2015,260343,6,157.78
6713,2645,4,3,Rural,1969,313813,7,118.64
6714,1993,4,2,Suburb,1952,269600,6,135.27
6715,1694,5,1,Urban,2010,259780,6,153.35
6716,1539,3,3,Suburb,1975,236930,6,153.95
6717,2732,5,2,Suburb,2010,342147,7,125.24
6718,2214,2,2,Urban,1950,206963,4,93.48
6719,2338,2,3,Rural,1979,210521,5,90.04
6720,1900,3,2,Urban,1968,194929,5,102.59
6721,2586,5,1,Urban,2007,272703,6,105.45
6722,2684,4,3,Rural,2009,302200,7,112.59
6723,1779,5,3,Urban,1972,198517,8,111.59
6724,2585,2,1,Rural,2002,208821,3,80.78
6725,2923,5,2,Rural,1968,333739,7,114.18
6726,2781,2,3,Rural,1988,265293,5,95.39
6727,2136,2,1,Urban,1977,211865,3,99.19
6728,1169,5,1,Rural,1952,193431,6,165.47
6729,2491,4,3,Suburb,1968,295664,7,118.69
6730,2701,2,1,Urban,1973,254699,3,94.3
6731,2944,5,3,Suburb,2005,355540,8,120.77
6732,2037,2,2,Suburb,1957,220510,4,108.25
6733,2738,3,3,Suburb,2000,272552,6,99.54
6734,1287,4,3,Urban,2009,89045,7,69.19
6735,2930,3,1,Rural,2010,329800,4,112.56
6736,1188,2,1,Suburb,2020,134835,3,113.5
6737,1913,4,2,Suburb,1976,121620,6,63.58
6738,2178,5,3,Rural,1986,284366,8,130.56
6739,2590,5,2,Rural,2000,287769,7,111.11
6740,1693,4,1,Suburb,1984,231068,5,136.48
6741,2745,3,2,Suburb,1994,285328,5,103.94
6742,1887,3,3,Urban,1952,248276,6,131.57
6743,1470,4,3,Rural,2015,163433,7,111.18
6744,2098,5,3,Rural,1952,293243,8,139.77
6745,1276,4,1,Urban,1986,137171,5,107.5
6746,1939,3,1,Urban,1960,189107,4,97.53
6747,2668,2,3,Urban,1950,328622,5,123.17
6748,2366,5,1,Suburb,1968,417150,6,176.31
6749,2448,4,2,Urban,2001,294770,6,120.41
6750,1570,2,2,Urban,1977,175270,4,111.64
6751,2534,3,3,Suburb,1986,308420,6,121.71
6752,1856,5,1,Suburb,1968,279110,6,150.38
6753,2000,4,3,Rural,2009,286479,7,143.24
6754,2205,3,2,Suburb,1950,330608,5,149.94
6755,1457,4,2,Rural,1961,232060,6,159.27
6756,1917,4,1,Urban,1992,207359,5,108.17
6757,2874,5,2,Rural,2004,362943,7,126.28
6758,1832,3,1,Suburb,1992,142093,4,77.56
6759,2087,3,1,Rural,2020,266087,4,127.5
6760,1838,2,2,Rural,1979,142654,4,77.61
6761,2283,3,2,Rural,1957,334359,5,146.46
6762,1192,3,3,Suburb,1961,65590,6,55.03
6763,2678,5,1,Rural,2013,218050,6,81.42
6764,1615,2,3,Urban,1981,166542,5,103.12
6765,2995,5,1,Urban,1966,336277,6,112.28
6766,1405,3,2,Urban,1989,128406,5,91.39
6767,2749,2,1,Urban,1993,281058,3,102.24
6768,2777,5,3,Rural,1953,293306,8,105.62
6769,1942,2,1,Urban,2006,163842,3,84.37
6770,1720,3,2,Rural,1987,214117,5,124.49
6771,1092,2,3,Suburb,2015,242722,5,222.27
6772,1429,2,1,Rural,1998,135132,3,94.56
6773,1653,2,1,Suburb,2007,178107,3,107.75
6774,2457,3,1,Suburb,1958,204297,4,83.15
6775,2427,3,1,Urban,1973,336865,4,138.8
6776,1433,2,1,Urban,1956,127682,3,89.1
6777,2135,5,2,Suburb,2005,328220,7,153.73
6778,2952,5,2,Urban,2005,305406,7,103.46
6779,1374,3,3,Rural,1969,186834,6,135.98
6780,2082,4,1,Urban,1985,263732,5,126.67
6781,2066,5,2,Rural,1994,251459,7,121.71
6782,1206,2,2,Urban,1989,44103,4,36.57
6783,1779,4,1,Rural,1993,123279,5,69.3
6784,2319,3,3,Suburb,1972,300868,6,129.74
6785,2141,5,1,Urban,2018,263275,6,122.97
6786,1531,4,3,Rural,1958,162950,7,106.43
6787,2245,3,3,Rural,1991,338339,6,150.71
6788,1165,3,2,Rural,1983,196596,5,168.75
6789,1642,2,3,Suburb,2008,176616,5,107.56
6790,2179,5,2,Suburb,2014,189254,7,86.85
6791,2207,4,2,Rural,2016,242295,6,109.78
6792,1089,2,1,Urban,1958,178395,3,163.82
6793,2117,5,1,Urban,1977,217385,6,102.69
6794,1012,4,3,Suburb,1960,130473,7,128.93
6795,1972,3,1,Rural,1965,192092,4,97.41
6796,2857,3,1,Rural,1972,251556,4,88.05
6797,1804,5,3,Urban,1984,135253,8,74.97
6798,1944,2,1,Suburb,1973,254697,3,131.02
6799,1741,4,2,Rural,1984,156226,6,89.73
6800,2857,4,1,Suburb,1970,300601,5,105.22
6801,2827,3,1,Suburb,1976,324910,4,114.93
6802,2461,5,1,Rural,1994,367217,6,149.21
6803,2561,2,2,Rural,1950,251874,4,98.35
6804,2610,3,3,Suburb,1976,404402,6,154.94
6805,2991,3,2,Suburb,1994,230683,5,77.13
6806,1875,2,3,Rural,1986,306498,5,163.47
6807,2959,4,2,Urban,1975,366482,6,123.85
6808,2834,4,1,Suburb,1999,250269,5,88.31
6809,2173,5,2,Urban,1987,238126,7,109.58
6810,1659,3,3,Suburb,1960,240401,6,144.91
6811,2031,5,1,Suburb,2018,215757,6,106.23
6812,2052,4,3,Suburb,1954,264218,7,128.76
6813,1295,2,1,Rural,1963,56246,3,43.43
6814,1985,4,1,Rural,1982,233443,5,117.6
6815,1925,4,2,Rural,2001,194532,6,101.06
6816,2744,3,3,Urban,1973,241020,6,87.84
6817,1639,4,2,Urban,1954,172212,6,105.07
6818,1339,5,3,Urban,1991,143915,8,107.48
6819,1627,2,2,Rural,1995,164923,4,101.37
6820,1438,3,1,Suburb,1980,193372,4,134.47
6821,2167,2,3,Suburb,2000,197482,5,91.13
6822,1941,5,3,Urban,1984,191216,8,98.51
6823,1829,5,2,Rural,1966,183877,7,100.53
6824,2770,4,3,Rural,2010,276605,7,99.86
6825,1518,5,2,Suburb,1985,247141,7,162.81
6826,1975,4,2,Rural,1988,249246,6,126.2
6827,2068,3,3,Urban,2020,230321,6,111.37
6828,1954,2,2,Rural,1963,138802,4,71.03
6829,2262,4,3,Urban,2005,296080,7,130.89
6830,1951,4,1,Urban,1980,217636,5,111.55
6831,1943,3,2,Urban,2000,145817,5,75.05
6832,1154,5,1,Urban,2012,120226,6,104.18
6833,2204,4,2,Suburb,1975,267929,6,121.56
6834,2238,5,3,Rural,1963,359209,8,160.5
6835,1087,4,2,Rural,1990,149789,6,137.8
6836,2279,5,2,Suburb,1962,274139,7,120.29
6837,2534,4,3,Suburb,1957,257064,7,101.45
6838,2096,2,1,Rural,1980,245469,3,117.11
6839,1930,2,3,Suburb,2014,252190,5,130.67
6840,1178,2,1,Rural,1984,110356,3,93.68
6841,1211,4,1,Suburb,1993,113459,5,93.69
6842,2828,5,2,Suburb,2006,320969,7,113.5
6843,2257,3,2,Rural,1980,240967,5,106.76
6844,1464,3,1,Urban,1978,182007,4,124.32
6845,2774,3,3,Suburb,2008,408713,6,147.34
6846,2246,2,1,Urban,1961,318754,3,141.92
6847,1630,2,2,Urban,1954,186157,4,114.21
6848,1824,2,3,Suburb,2020,128152,5,70.26
6849,2287,5,3,Urban,1975,241682,8,105.68
6850,2230,2,2,Rural,1965,285592,4,128.07
6851,1606,5,3,Rural,2020,211202,8,131.51
6852,1884,5,3,Urban,1968,114368,8,60.7
6853,2757,5,1,Rural,1954,281352,6,102.05
6854,1365,4,1,Suburb,1971,202103,5,148.06
6855,1275,3,2,Urban,1974,133271,5,104.53
6856,1379,5,1,Suburb,1951,136489,6,98.98
6857,2766,3,3,Suburb,1997,302696,6,109.43
6858,2332,5,2,Rural,1963,201217,7,86.29
6859,2654,5,2,Urban,2015,262869,7,99.05
6860,2291,2,2,Rural,2001,168685,4,73.63
6861,1944,3,3,Rural,1967,133483,6,68.66
6862,2808,5,1,Urban,1960,380254,6,135.42
6863,2087,3,3,Suburb,1989,303013,6,145.19
6864,1809,2,3,Urban,1964,233041,5,128.82
6865,2373,5,1,Suburb,1986,283757,6,119.58
6866,1924,2,1,Urban,2004,120416,3,62.59
6867,2938,5,3,Rural,2006,346974,8,118.1
6868,1493,2,1,Urban,1967,90881,3,60.87
6869,2546,2,3,Rural,1967,179824,5,70.63
6870,2121,4,1,Suburb,1978,127641,5,60.18
6871,2969,5,3,Rural,1991,271767,8,91.53
6872,2094,5,1,Urban,1952,193149,6,92.24
6873,1363,5,2,Urban,1971,193806,7,142.19
6874,1569,3,1,Urban,2008,145984,4,93.04
6875,2825,4,3,Rural,1997,299235,7,105.92
6876,1762,3,1,Rural,1994,219682,4,124.68
6877,1275,5,1,Suburb,1988,31617,6,24.8
6878,1049,4,3,Urban,2017,87807,7,83.71
6879,2381,2,1,Suburb,1980,245940,3,103.29
6880,1727,4,2,Urban,1963,146563,6,84.87
6881,1905,2,2,Rural,2020,253999,4,133.33
6882,1927,5,2,Rural,1959,173303,7,89.93
6883,1563,5,2,Suburb,1962,212320,7,135.84
6884,1782,2,1,Urban,2012,213293,3,119.69
6885,1484,4,2,Suburb,2017,166092,6,111.92
6886,2107,3,1,Urban,2017,292903,4,139.01
6887,2922,4,2,Rural,2011,314941,6,107.78
6888,2828,2,2,Suburb,1971,316509,4,111.92
6889,2661,2,3,Rural,1995,323314,5,121.5
6890,2831,3,1,Urban,2018,307097,4,108.48
6891,1583,3,1,Rural,1952,175131,4,110.63
6892,2319,3,1,Rural,2002,243207,4,104.88
6893,1235,2,3,Suburb,2003,170812,5,138.31
6894,1055,5,1,Rural,1990,161077,6,152.68
6895,2942,4,3,Urban,2012,297015,7,100.96
6896,1359,3,1,Urban,1974,211043,4,155.29
6897,2930,2,2,Rural,1958,379219,4,129.43
6898,1109,4,3,Suburb,1961,112370,7,101.33
6899,1191,3,3,Urban,1957,175745,6,147.56
6900,1903,5,3,Suburb,2003,322050,8,169.23
6901,2116,4,1,Urban,1969,223180,5,105.47
6902,1861,4,2,Rural,2009,212009,6,113.92
6903,1567,2,3,Urban,2017,85381,5,54.49
6904,2083,2,3,Suburb,1999,254948,5,122.39
6905,1649,2,1,Rural,2007,108633,3,65.88
6906,1038,5,1,Suburb,1977,121577,6,117.13
6907,2563,4,2,Suburb,2003,272355,6,106.26
6908,2072,3,3,Urban,1950,188769,6,91.1
6909,2443,5,3,Suburb,2016,360140,8,147.42
6910,1636,3,3,Rural,2017,168078,6,102.74
6911,2036,3,3,Rural,2001,272871,6,134.02
6912,1035,2,3,Suburb,1962,61374,5,59.3
6913,1100,3,2,Rural,2006,101006,5,91.82
6914,2817,3,3,Rural,1997,253364,6,89.94
6915,2109,5,1,Rural,1968,141760,6,67.22
6916,2539,2,3,Urban,1983,245567,5,96.72
6917,2246,3,3,Rural,2012,307784,6,137.04
6918,2361,3,3,Rural,1973,282584,6,119.69
6919,2983,3,3,Rural,1990,335515,6,112.48
6920,1165,4,3,Rural,1990,197506,7,169.53
6921,1382,4,2,Suburb,2007,251337,6,181.86
6922,2879,2,1,Rural,1995,238897,3,82.98
6923,2918,5,2,Rural,1966,220424,7,75.54
6924,2399,2,1,Suburb,1957,222981,3,92.95
6925,2494,4,1,Suburb,1957,380675,5,152.64
6926,1789,2,1,Rural,1983,190712,3,106.6
6927,2665,5,3,Rural,2013,315216,8,118.28
6928,1030,2,2,Urban,1961,106466,4,103.37
6929,2398,3,1,Suburb,1994,281982,4,117.59
6930,1010,5,1,Urban,1985,138915,6,137.54
6931,2325,5,3,Suburb,1981,269296,8,115.83
6932,1095,5,3,Rural,2007,141326,8,129.06
6933,2213,2,2,Suburb,1979,244651,4,110.55
6934,1452,2,1,Rural,1970,106509,3,73.35
6935,1191,3,1,Urban,1977,119205,4,100.09
6936,1485,5,1,Urban,1959,168266,6,113.31
6937,2289,3,2,Urban,1952,234265,5,102.34
6938,2447,5,3,Suburb,1970,391951,8,160.18
6939,2151,4,3,Suburb,1980,257327,7,119.63
6940,1237,2,2,Rural,2016,150846,4,121.95
6941,2943,3,3,Rural,2010,281874,6,95.78
6942,2378,2,1,Rural,1986,211172,3,88.8
6943,2963,2,1,Rural,1952,298439,3,100.72
6944,2135,4,2,Suburb,2012,190234,6,89.1
6945,2851,4,3,Rural,1952,250723,7,87.94
6946,2469,5,2,Urban,1954,220775,7,89.42
6947,2366,4,2,Rural,2019,349102,6,147.55
6948,2168,5,3,Urban,2021,180512,8,83.26
6949,2088,4,2,Urban,1988,273756,6,131.11
6950,2270,4,1,Suburb,1995,272074,5,119.86
6951,1734,3,2,Rural,1970,241797,5,139.44
6952,1990,4,1,Rural,1981,322655,5,162.14
6953,2513,3,1,Suburb,1952,306121,4,121.81
6954,1824,4,2,Rural,1961,209841,6,115.04
6955,2462,3,1,Suburb,1997,219628,4,89.21
6956,1105,2,2,Urban,1997,137615,4,124.54
6957,1180,5,2,Suburb,1973,198988,7,168.63
6958,1183,4,3,Rural,1998,191909,7,162.22
6959,1225,3,2,Suburb,1956,59218,5,48.34
6960,1776,4,1,Suburb,1979,259971,5,146.38
6961,1789,3,2,Urban,1998,197882,5,110.61
6962,2932,3,2,Suburb,1998,392851,5,133.99
6963,2112,4,3,Rural,1950,285024,7,134.95
6964,1687,5,3,Urban,1956,307529,8,182.29
6965,1529,3,1,Urban,1966,162310,4,106.15
6966,2394,2,1,Suburb,1991,300178,3,125.39
6967,1971,4,1,Rural,1980,222455,5,112.86
6968,1935,2,1,Suburb,1962,225603,3,116.59
6969,2936,3,3,Suburb,1960,239597,6,81.61
6970,2422,3,2,Suburb,1977,307887,5,127.12
6971,1105,4,3,Suburb,1957,27652,7,25.02
6972,2294,5,3,Rural,1964,240959,8,105.04
6973,2998,2,3,Urban,2017,323940,5,108.05
6974,1830,5,2,Suburb,2003,259470,7,141.79
6975,2526,2,2,Urban,1956,297434,4,117.75
6976,1678,5,3,Rural,2013,220688,8,131.52
6977,2548,4,2,Suburb,2011,227607,6,89.33
6978,1848,2,3,Urban,1973,214368,5,116.0
6979,2055,4,3,Rural,2016,270949,7,131.85
6980,1392,5,1,Urban,2009,137113,6,98.5
6981,1039,5,3,Urban,1992,91554,8,88.12
6982,1659,5,3,Rural,2020,210213,8,126.71
6983,2241,4,3,Suburb,1951,144177,7,64.34
6984,2754,3,1,Urban,1982,245620,4,89.19
6985,1980,3,2,Urban,1991,244298,5,123.38
6986,2105,2,1,Rural,2008,326380,3,155.05
6987,1844,4,2,Suburb,2009,246507,6,133.68
6988,2743,4,1,Suburb,1988,272910,5,99.49
6989,1200,4,2,Urban,1950,25583,6,21.32
6990,1446,5,1,Suburb,1982,209721,6,145.04
6991,2867,4,3,Urban,1990,346464,7,120.85
6992,2451,3,2,Suburb,1954,187244,5,76.39
6993,2061,2,1,Urban,2008,191567,3,92.95
6994,2234,3,1,Rural,1986,216452,4,96.89
6995,1443,4,1,Urban,2009,338563,5,234.62
6996,2350,2,2,Rural,1993,164840,4,70.14
6997,1760,2,3,Suburb,2014,252989,5,143.74
6998,1226,4,1,Suburb,1979,159456,5,130.06
6999,1047,4,2,Rural,1977,195203,6,186.44
7000,2041,3,2,Suburb,1958,146221,5,71.64
7001,1911,3,3,Rural,1981,233811,6,122.35
7002,2462,5,3,Rural,1991,325429,8,132.18
7003,2830,5,3,Urban,1983,318527,8,112.55
7004,2731,5,2,Urban,2017,257021,7,94.11
7005,1186,4,2,Urban,1967,153398,6,129.34
7006,1344,4,3,Rural,1989,95232,7,70.86
7007,1223,5,1,Urban,2007,156903,6,128.29
7008,1829,5,3,Rural,1997,220063,8,120.32
7009,1487,3,3,Urban,1965,217769,6,146.45
7010,2932,5,3,Urban,2019,323281,8,110.26
7011,1876,5,3,Rural,2002,224749,8,119.8
7012,1848,2,1,Urban,1952,281625,3,152.39
7013,2252,5,1,Rural,2013,173242,6,76.93
7014,2413,2,3,Suburb,1994,294254,5,121.95
7015,1978,5,2,Rural,2005,230514,7,116.54
7016,2612,2,2,Rural,2015,218534,4,83.67
7017,2016,5,1,Urban,1956,231062,6,114.61
7018,1187,3,3,Suburb,1995,258197,6,217.52
7019,2881,4,2,Suburb,2010,326354,6,113.28
7020,1269,2,1,Rural,1957,212111,3,167.15
7021,2630,4,1,Urban,2014,322548,5,122.64
7022,1309,3,1,Suburb,2010,118648,4,90.64
7023,2155,5,1,Rural,2010,251949,6,116.91
7024,2574,5,3,Urban,1954,315815,8,122.69
7025,2095,3,1,Rural,1980,228565,4,109.1
7026,2816,4,2,Suburb,2010,384594,6,136.57
7027,1844,4,3,Urban,1997,200893,7,108.94
7028,2695,4,1,Suburb,1960,317425,5,117.78
7029,2210,4,2,Rural,1960,240877,6,108.99
7030,1485,2,2,Suburb,1957,224426,4,151.13
7031,2214,4,2,Urban,1955,227479,6,102.75
7032,2445,2,3,Suburb,1981,238666,5,97.61
7033,1119,3,3,Suburb,2002,156184,6,139.57
7034,1219,5,2,Urban,2006,178517,7,146.45
7035,1052,2,3,Rural,1978,163918,5,155.82
7036,2757,4,1,Urban,2005,274625,5,99.61
7037,2474,5,1,Rural,2013,241335,6,97.55
7038,2435,2,1,Rural,2013,341513,3,140.25
7039,2666,5,3,Suburb,1968,344595,8,129.26
7040,2260,3,3,Urban,2017,180077,6,79.68
7041,1757,4,3,Rural,2014,149201,7,84.92
7042,1737,3,2,Rural,2000,151142,5,87.01
7043,1719,5,1,Rural,2002,257311,6,149.69
7044,1405,3,2,Suburb,2015,166418,5,118.45
7045,1607,4,2,Urban,2021,144422,6,89.87
7046,2020,2,1,Suburb,2004,236982,3,117.32
7047,1421,3,3,Rural,1999,232522,6,163.63
7048,1711,4,2,Rural,1997,246439,6,144.03
7049,1246,5,2,Urban,2006,193438,7,155.25
7050,1071,3,3,Urban,2007,45672,6,42.64
7051,2853,2,3,Urban,1990,283005,5,99.2
7052,1184,3,1,Rural,1984,166532,4,140.65
7053,1005,5,2,Rural,1978,74634,7,74.26
7054,2229,5,1,Rural,2016,313144,6,140.49
7055,2567,5,2,Urban,2015,267165,7,104.08
7056,2634,3,1,Suburb,1964,270460,4,102.68
7057,1905,3,1,Suburb,1970,285683,4,149.96
7058,1386,3,3,Rural,2002,121427,6,87.61
7059,2791,2,2,Rural,1971,283856,4,101.7
7060,1698,4,1,Suburb,2003,113040,5,66.57
7061,2099,3,3,Suburb,2005,281416,6,134.07
7062,2200,2,3,Rural,1980,393600,5,178.91
7063,1826,5,3,Urban,1971,140953,8,77.19
7064,2822,3,2,Rural,1957,189465,5,67.14
7065,1348,3,1,Urban,2009,191716,4,142.22
7066,2278,3,2,Suburb,1980,208326,5,91.45
7067,2860,2,2,Suburb,1986,290398,4,101.54
7068,2725,3,3,Suburb,1967,359034,6,131.76
7069,1307,3,2,Suburb,1981,124226,5,95.05
7070,2368,4,2,Rural,1986,234654,6,99.09
7071,2150,2,1,Suburb,1968,131144,3,61.0
7072,2960,4,3,Urban,1955,404694,7,136.72
7073,1286,4,3,Urban,1954,146016,7,113.54
7074,1765,4,1,Rural,1975,145306,5,82.33
7075,1724,4,2,Suburb,1968,176715,6,102.5
7076,1761,5,1,Suburb,1956,98269,6,55.8
7077,2619,3,1,Urban,1955,191932,4,73.28
7078,2510,4,2,Suburb,2018,258688,6,103.06
7079,1382,2,3,Urban,1953,151950,5,109.95
7080,2429,3,1,Urban,2011,304957,4,125.55
7081,1387,4,2,Rural,1974,201450,6,145.24
7082,1524,4,3,Rural,2014,176037,7,115.51
7083,2580,2,1,Rural,1970,303844,3,117.77
7084,1638,5,1,Suburb,1964,176776,6,107.92
7085,1937,2,3,Suburb,1959,157732,5,81.43
7086,2649,5,1,Suburb,1966,335432,6,126.63
7087,2968,5,1,Suburb,1950,213797,6,72.03
7088,1275,5,2,Rural,1979,134086,7,105.17
7089,1499,4,1,Urban,1950,119971,5,80.03
7090,1716,4,1,Urban,2005,250131,5,145.76
7091,1336,5,2,Rural,1955,175818,7,131.6
7092,2973,5,2,Urban,1992,232428,7,78.18
7093,1931,4,3,Rural,2012,249783,7,129.35
7094,1480,5,3,Suburb,2004,184558,8,124.7
7095,2920,4,3,Rural,2000,275862,7,94.47
7096,1910,5,2,Rural,1983,189790,7,99.37
7097,2996,4,1,Suburb,2012,353516,5,118.0
7098,2296,2,1,Suburb,1954,287063,3,125.03
7099,2943,5,1,Suburb,1982,304677,6,103.53
7100,2081,5,1,Urban,1991,264816,6,127.25
7101,2351,2,2,Rural,2020,207626,4,88.31
7102,2754,3,3,Urban,1956,386864,6,140.47
7103,1108,5,3,Urban,2017,251097,8,226.62
7104,2302,3,3,Rural,2021,182849,6,79.43
7105,2709,2,2,Urban,1976,359683,4,132.77
7106,1327,5,3,Urban,1974,235872,8,177.75
7107,2799,3,2,Suburb,1984,334627,5,119.55
7108,1314,5,1,Suburb,1983,26424,6,20.11
7109,2497,5,2,Suburb,2013,340800,7,136.48
7110,2134,4,2,Urban,2007,248201,6,116.31
7111,1698,3,3,Urban,1954,214089,6,126.08
7112,1780,4,1,Suburb,1963,186435,5,104.74
7113,2958,4,2,Rural,1953,298498,6,100.91
7114,2252,3,2,Suburb,1991,207667,5,92.21
7115,2520,3,2,Rural,1971,272541,5,108.15
7116,1155,4,2,Rural,2016,123142,6,106.62
7117,2496,5,3,Urban,1970,348881,8,139.78
7118,2724,5,3,Suburb,1986,363580,8,133.47
7119,2295,2,3,Rural,1956,238645,5,103.98
7120,1886,5,1,Urban,1956,185167,6,98.18
7121,2025,3,3,Urban,1994,258755,6,127.78
7122,1757,3,2,Urban,1986,271273,5,154.4
7123,1721,2,2,Suburb,2019,97846,4,56.85
7124,2534,3,1,Urban,1980,235229,4,92.83
7125,1912,4,1,Urban,1994,172976,5,90.47
7126,2309,2,2,Rural,2020,373198,4,161.63
7127,1870,2,3,Rural,1976,228264,5,122.07
7128,1012,5,3,Rural,2015,155826,8,153.98
7129,1607,5,2,Rural,1978,185530,7,115.45
7130,1497,4,1,Suburb,2010,149516,5,99.88
7131,2756,4,2,Urban,1983,255541,6,92.72
7132,1237,5,1,Rural,1967,181555,6,146.77
7133,2117,5,3,Suburb,1977,311629,8,147.2
7134,2361,4,3,Rural,1979,248356,7,105.19
7135,1780,5,2,Suburb,1971,179056,7,100.59
7136,2194,2,3,Urban,1952,89484,5,40.79
7137,1605,4,2,Urban,1985,165311,6,103.0
7138,1660,5,2,Rural,1974,159157,7,95.88
7139,2647,3,1,Urban,1972,253411,4,95.74
7140,2590,3,2,Urban,2014,276833,5,106.89
7141,1848,4,2,Rural,1986,189261,6,102.41
7142,1935,3,3,Rural,1970,225504,6,116.54
7143,2490,3,1,Suburb,2013,296532,4,119.09
7144,1627,2,1,Suburb,1995,93755,3,57.62
7145,1142,4,1,Suburb,1996,137446,5,120.36
7146,2224,3,3,Urban,1997,206578,6,92.89
7147,2203,5,1,Suburb,1986,189480,6,86.01
7148,1713,4,3,Urban,1984,213331,7,124.54
7149,2387,4,1,Suburb,1965,236174,5,98.94
7150,1478,3,2,Urban,2017,189092,5,127.94
7151,1564,3,1,Suburb,1979,165270,4,105.67
7152,1470,2,3,Urban,1967,220022,5,149.67
7153,1383,5,3,Rural,1955,146856,8,106.19
7154,2715,2,2,Urban,1995,312337,4,115.04
7155,1925,2,2,Rural,1990,201169,4,104.5
7156,1416,5,3,Rural,1997,150779,8,106.48
7157,2848,3,1,Urban,1964,331742,4,116.48
7158,1307,2,2,Urban,1956,159712,4,122.2
7159,1648,4,2,Rural,1986,123375,6,74.86
7160,2717,2,1,Suburb,1975,271681,3,99.99
7161,2390,5,3,Rural,2014,321254,8,134.42
7162,2024,2,2,Suburb,1975,255668,4,126.32
7163,2067,2,2,Rural,1999,281725,4,136.3
7164,1738,4,3,Rural,1979,139179,7,80.08
7165,2866,5,1,Rural,1983,319998,6,111.65
7166,2121,4,1,Urban,1995,262097,5,123.57
7167,2743,3,2,Urban,2016,236529,5,86.23
7168,2288,5,3,Urban,1968,269883,8,117.96
7169,2823,2,1,Rural,2007,348079,3,123.3
7170,2806,4,3,Rural,1980,271564,7,96.78
7171,1139,4,2,Urban,1962,138389,6,121.5
7172,2504,5,1,Urban,1978,135586,6,54.15
7173,2260,4,3,Urban,2002,192822,7,85.32
7174,1973,5,3,Urban,1966,294284,8,149.16
7175,2016,3,2,Rural,1980,180845,5,89.7
7176,1952,5,1,Suburb,2001,258923,6,132.64
7177,1903,5,2,Urban,1990,291117,7,152.98
7178,1071,3,2,Rural,2006,104438,5,97.51
7179,2690,3,1,Suburb,1957,244351,4,90.84
7180,2213,2,3,Urban,2003,321614,5,145.33
7181,2291,4,3,Rural,2005,254848,7,111.24
7182,2344,3,3,Urban,1976,285828,6,121.94
7183,1106,3,1,Rural,2012,106345,4,96.15
7184,2255,4,2,Rural,2016,275835,6,122.32
7185,2065,4,3,Rural,1975,296727,7,143.69
7186,2725,2,3,Suburb,2004,238310,5,87.45
7187,1882,2,1,Suburb,1993,234569,3,124.64
7188,1138,5,1,Urban,1994,191656,6,168.41
7189,1614,2,2,Urban,1991,125764,4,77.92
7190,2706,3,2,Urban,1975,292084,5,107.94
7191,1862,3,3,Urban,1970,177316,6,95.23
7192,1272,4,3,Rural,1974,54360,7,42.74
7193,2504,2,1,Rural,2008,254175,3,101.51
7194,1415,5,2,Suburb,1988,205615,7,145.31
7195,1505,5,3,Rural,2015,179176,8,119.05
7196,1732,5,1,Urban,1991,188694,6,108.95
7197,2748,5,2,Rural,1971,326656,7,118.87
7198,2876,4,2,Suburb,1951,316461,6,110.04
7199,1423,2,2,Rural,2008,184353,4,129.55
7200,2430,2,1,Suburb,1960,252580,3,103.94
7201,2591,2,2,Suburb,1990,232148,4,89.6
7202,1389,2,1,Rural,1953,176817,3,127.3
7203,1341,5,1,Suburb,1976,156551,6,116.74
7204,1945,5,1,Rural,1995,272706,6,140.21
7205,1613,4,2,Suburb,2015,222522,6,137.96
7206,2956,4,3,Rural,2004,275533,7,93.21
7207,1492,5,3,Suburb,1987,263873,8,176.86
7208,1191,3,1,Urban,1954,134514,4,112.94
7209,1498,2,1,Urban,1977,107891,3,72.02
7210,1821,4,3,Rural,1958,181458,7,99.65
7211,2735,5,2,Suburb,2007,295216,7,107.94
7212,2256,2,3,Suburb,2002,292063,5,129.46
7213,2968,2,3,Urban,2000,210573,5,70.95
7214,1226,5,2,Urban,1996,79443,7,64.8
7215,2394,3,1,Rural,1990,210826,4,88.06
7216,1138,3,3,Suburb,1964,216480,6,190.23
7217,1855,4,1,Suburb,1996,257825,5,138.99
7218,1816,5,2,Rural,1976,171509,7,94.44
7219,2172,4,2,Suburb,1981,208223,6,95.87
7220,2138,3,2,Urban,2006,282191,5,131.99
7221,2473,4,2,Suburb,1998,284858,6,115.19
7222,2086,4,2,Suburb,1999,222605,6,106.71
7223,1103,3,1,Suburb,1962,97961,4,88.81
7224,2874,2,2,Suburb,2017,279491,4,97.25
7225,1870,2,1,Urban,1997,188517,3,100.81
7226,1667,3,2,Suburb,2009,273284,5,163.94
7227,1272,2,1,Rural,1955,226823,3,178.32
7228,2029,5,2,Suburb,2016,279067,7,137.54
